"date","energy_label","main_refinancing_rate"
2023-06-09,"G",3.75
2023-06-09,"D",3.75
2023-06-09,"C",3.75
2023-06-09,"E",3.75
2023-06-09,"≥A",3.75
2023-06-09,"C",3.75
2023-06-09,"E",3.75
2023-06-09,"≥A",3.75
2023-06-09,"C",3.75
2023-06-09,"≥A",3.75
2023-06-09,"C",3.75
2023-06-09,"B",3.75
2023-06-09,"≥A",3.75
2023-06-09,"F",3.75
2023-06-09,"≥A",3.75
2023-06-09,"C",3.75
2023-06-09,"C",3.75
2023-06-09,"≥A",3.75
2023-06-09,"B",3.75
2023-06-09,"≥A",3.75
2023-06-09,"B",3.75
2023-06-09,"C",3.75
2023-06-09,"D",3.75
2023-06-09,"≥A",3.75
2023-06-09,"≥A",3.75
2023-06-09,"E",3.75
2023-06-09,"≥A",3.75
2023-06-09,"C",3.75
2023-06-09,"C",3.75
2023-06-09,"B",3.75
2023-06-09,"C",3.75
2023-06-09,"C",3.75
2023-06-09,"C",3.75
2023-06-09,"≥A",3.75
2023-06-09,"G",3.75
2023-06-09,"≥A",3.75
2023-06-09,"E",3.75
2023-06-09,"C",3.75
2023-06-09,"B",3.75
2023-06-09,"D",3.75
2023-06-09,"C",3.75
2023-06-09,"F",3.75
2023-06-09,"B",3.75
2023-06-09,"≥A",3.75
2023-06-10,"≥A",3.75
2023-06-10,"≥A",3.75
2023-06-10,"C",3.75
2023-06-10,"B",3.75
2023-06-10,"≥A",3.75
2023-06-10,"C",3.75
2023-06-10,"B",3.75
2023-06-10,"≥A",3.75
2023-06-10,"≥A",3.75
2023-06-10,"B",3.75
2023-06-10,"C",3.75
2023-06-10,"≥A",3.75
2023-06-10,"≥A",3.75
2023-06-10,"D",3.75
2023-06-10,"C",3.75
2023-06-10,"≥A",3.75
2023-06-10,"F",3.75
2023-06-10,"C",3.75
2023-06-10,"C",3.75
2023-06-10,"G",3.75
2023-06-10,"D",3.75
2023-06-10,"E",3.75
2023-06-10,"E",3.75
2023-06-10,"≥A",3.75
2023-06-10,"D",3.75
2023-06-10,"C",3.75
2023-06-10,"F",3.75
2023-06-10,"F",3.75
2023-06-10,"C",3.75
2023-06-10,"D",3.75
2023-06-10,"C",3.75
2023-06-10,"B",3.75
2023-06-10,"B",3.75
2023-06-10,"≥A",3.75
2023-06-10,"B",3.75
2023-06-10,"≥A",3.75
2023-06-10,"≥A",3.75
2023-06-10,"C",3.75
2023-06-10,"≥A",3.75
2023-06-10,"C",3.75
2023-06-10,"D",3.75
2023-06-10,"F",3.75
2023-06-10,"E",3.75
2023-06-10,"D",3.75
2023-06-10,"C",3.75
2023-06-10,"B",3.75
2023-06-10,"C",3.75
2023-06-10,"D",3.75
2023-06-10,"B",3.75
2023-06-10,"≥A",3.75
2023-06-10,"B",3.75
2023-06-10,"B",3.75
2023-06-10,"≥A",3.75
2023-06-10,"≥A",3.75
2023-06-11,"≥A",3.75
2023-06-11,"≥A",3.75
2023-06-11,"C",3.75
2023-06-11,"B",3.75
2023-06-11,"B",3.75
2023-06-11,"≥A",3.75
2023-06-11,"E",3.75
2023-06-11,"C",3.75
2023-06-11,"D",3.75
2023-06-11,"B",3.75
2023-06-11,"≥A",3.75
2023-06-11,"C",3.75
2023-06-11,"≥A",3.75
2023-06-11,"≥A",3.75
2023-06-11,"C",3.75
2023-06-11,"C",3.75
2023-06-11,"D",3.75
2023-06-11,"≥A",3.75
2023-06-11,"C",3.75
2023-06-11,"C",3.75
2023-06-11,"C",3.75
2023-06-11,"D",3.75
2023-06-11,"≥A",3.75
2023-06-11,"G",3.75
2023-06-11,"G",3.75
2023-06-11,"C",3.75
2023-06-11,"B",3.75
2023-06-11,"≥A",3.75
2023-06-11,"G",3.75
2023-06-11,"D",3.75
2023-06-11,"B",3.75
2023-06-11,"≥A",3.75
2023-06-12,"≥A",3.75
2023-06-12,"≥A",3.75
2023-06-12,"≥A",3.75
2023-06-12,"≥A",3.75
2023-06-12,"D",3.75
2023-06-12,"≥A",3.75
2023-06-12,"≥A",3.75
2023-06-12,"C",3.75
2023-06-12,"≥A",3.75
2023-06-12,"E",3.75
2023-06-12,"≥A",3.75
2023-06-12,"C",3.75
2023-06-12,"B",3.75
2023-06-12,"C",3.75
2023-06-12,"C",3.75
2023-06-12,"D",3.75
2023-06-12,"≥A",3.75
2023-06-12,"≥A",3.75
2023-06-12,"C",3.75
2023-06-12,"≥A",3.75
2023-06-12,"≥A",3.75
2023-06-12,"C",3.75
2023-06-12,"B",3.75
2023-06-12,"C",3.75
2023-06-12,"C",3.75
2023-06-12,"E",3.75
2023-06-12,"C",3.75
2023-06-12,"C",3.75
2023-06-12,"B",3.75
2023-06-12,"C",3.75
2023-06-12,"B",3.75
2023-06-12,"≥A",3.75
2023-06-12,"≥A",3.75
2023-06-12,"D",3.75
2023-06-12,"C",3.75
2023-06-12,"B",3.75
2023-06-12,"B",3.75
2023-06-12,"E",3.75
2023-06-12,"D",3.75
2023-06-12,"C",3.75
2023-06-12,"≥A",3.75
2023-06-12,"≥A",3.75
2023-06-12,"C",3.75
2023-06-12,"≥A",3.75
2023-06-12,"B",3.75
2023-06-12,"D",3.75
2023-06-12,"B",3.75
2023-06-12,"D",3.75
2023-06-12,"C",3.75
2023-06-12,"B",3.75
2023-06-12,"C",3.75
2023-06-12,"B",3.75
2023-06-12,"D",3.75
2023-06-12,"C",3.75
2023-06-12,"≥A",3.75
2023-06-12,"≥A",3.75
2023-06-12,"≥A",3.75
2023-06-12,"C",3.75
2023-06-12,"C",3.75
2023-06-12,"B",3.75
2023-06-12,"E",3.75
2023-06-12,"D",3.75
2023-06-12,"≥A",3.75
2023-06-12,"≥A",3.75
2023-06-12,"D",3.75
2023-06-12,"C",3.75
2023-06-12,"C",3.75
2023-06-12,"≥A",3.75
2023-06-12,"C",3.75
2023-06-12,"≥A",3.75
2023-06-12,"≥A",3.75
2023-06-12,"≥A",3.75
2023-06-12,"E",3.75
2023-06-12,"B",3.75
2023-06-12,"C",3.75
2023-06-12,"B",3.75
2023-06-12,"F",3.75
2023-06-12,"C",3.75
2023-06-12,"F",3.75
2023-06-12,"≥A",3.75
2023-06-12,"C",3.75
2023-06-12,"≥A",3.75
2023-06-12,"C",3.75
2023-06-12,"≥A",3.75
2023-06-12,"B",3.75
2023-06-12,"C",3.75
2023-06-12,"≥A",3.75
2023-06-12,"G",3.75
2023-06-12,"≥A",3.75
2023-06-12,"B",3.75
2023-06-12,"C",3.75
2023-06-12,"C",3.75
2023-06-12,"C",3.75
2023-06-12,"E",3.75
2023-06-12,"B",3.75
2023-06-12,"C",3.75
2023-06-12,"E",3.75
2023-06-12,"D",3.75
2023-06-12,"≥A",3.75
2023-06-12,"C",3.75
2023-06-12,"C",3.75
2023-06-12,"≥A",3.75
2023-06-12,"B",3.75
2023-06-12,"≥A",3.75
2023-06-12,"C",3.75
2023-06-12,"C",3.75
2023-06-12,"C",3.75
2023-06-12,"≥A",3.75
2023-06-12,"E",3.75
2023-06-12,"≥A",3.75
2023-06-12,"D",3.75
2023-06-12,"B",3.75
2023-06-12,"E",3.75
2023-06-12,"C",3.75
2023-06-12,"C",3.75
2023-06-12,"≥A",3.75
2023-06-12,"E",3.75
2023-06-12,"≥A",3.75
2023-06-12,"B",3.75
2023-06-12,"≥A",3.75
2023-06-12,"C",3.75
2023-06-12,"F",3.75
2023-06-12,"C",3.75
2023-06-12,"B",3.75
2023-06-12,"≥A",3.75
2023-06-12,"E",3.75
2023-06-12,"C",3.75
2023-06-12,"C",3.75
2023-06-12,"≥A",3.75
2023-06-12,"≥A",3.75
2023-06-12,"D",3.75
2023-06-12,"≥A",3.75
2023-06-12,"C",3.75
2023-06-12,"B",3.75
2023-06-12,"F",3.75
2023-06-12,"≥A",3.75
2023-06-12,"≥A",3.75
2023-06-12,"≥A",3.75
2023-06-12,"C",3.75
2023-06-12,"≥A",3.75
2023-06-12,"B",3.75
2023-06-12,"F",3.75
2023-06-12,"≥A",3.75
2023-06-12,"≥A",3.75
2023-06-12,"B",3.75
2023-06-12,"C",3.75
2023-06-12,"C",3.75
2023-06-12,"E",3.75
2023-06-12,"E",3.75
2023-06-12,"C",3.75
2023-06-12,"D",3.75
2023-06-12,"E",3.75
2023-06-12,"C",3.75
2023-06-12,"≥A",3.75
2023-06-12,"D",3.75
2023-06-12,"B",3.75
2023-06-12,"C",3.75
2023-06-12,"D",3.75
2023-06-12,"≥A",3.75
2023-06-12,"≥A",3.75
2023-06-12,"C",3.75
2023-06-12,"C",3.75
2023-06-12,"≥A",3.75
2023-06-12,"C",3.75
2023-06-12,"D",3.75
2023-06-12,"E",3.75
2023-06-12,"E",3.75
2023-06-12,"≥A",3.75
2023-06-12,"C",3.75
2023-06-12,"B",3.75
2023-06-12,"D",3.75
2023-06-12,"D",3.75
2023-06-12,"C",3.75
2023-06-12,"C",3.75
2023-06-12,"D",3.75
2023-06-12,"D",3.75
2023-06-12,"B",3.75
2023-06-12,"B",3.75
2023-06-12,"B",3.75
2023-06-12,"D",3.75
2023-06-12,"≥A",3.75
2023-06-12,"≥A",3.75
2023-06-12,"≥A",3.75
2023-06-12,"D",3.75
2023-06-12,"D",3.75
2023-06-12,"F",3.75
2023-06-12,"F",3.75
2023-06-12,"C",3.75
2023-06-12,"D",3.75
2023-06-12,"B",3.75
2023-06-12,"≥A",3.75
2023-06-12,"≥A",3.75
2023-06-12,"F",3.75
2023-06-12,"B",3.75
2023-06-12,"C",3.75
2023-06-12,"D",3.75
2023-06-12,"D",3.75
2023-06-12,"D",3.75
2023-06-12,"≥A",3.75
2023-06-12,"B",3.75
2023-06-12,"C",3.75
2023-06-12,"≥A",3.75
2023-06-12,"≥A",3.75
2023-06-12,"D",3.75
2023-06-12,"C",3.75
2023-06-12,"C",3.75
2023-06-12,"C",3.75
2023-06-12,"C",3.75
2023-06-12,"D",3.75
2023-06-12,"C",3.75
2023-06-12,"C",3.75
2023-06-13,"≥A",3.75
2023-06-13,"≥A",3.75
2023-06-13,"B",3.75
2023-06-13,"B",3.75
2023-06-13,"≥A",3.75
2023-06-13,"C",3.75
2023-06-13,"≥A",3.75
2023-06-13,"≥A",3.75
2023-06-13,"F",3.75
2023-06-13,"≥A",3.75
2023-06-13,"C",3.75
2023-06-13,"C",3.75
2023-06-13,"D",3.75
2023-06-13,"C",3.75
2023-06-13,"C",3.75
2023-06-13,"≥A",3.75
2023-06-13,"B",3.75
2023-06-13,"C",3.75
2023-06-13,"B",3.75
2023-06-13,"B",3.75
2023-06-13,"≥A",3.75
2023-06-13,"D",3.75
2023-06-13,"F",3.75
2023-06-13,"≥A",3.75
2023-06-13,"C",3.75
2023-06-13,"C",3.75
2023-06-13,"C",3.75
2023-06-13,"≥A",3.75
2023-06-13,"≥A",3.75
2023-06-13,"≥A",3.75
2023-06-13,"C",3.75
2023-06-13,"≥A",3.75
2023-06-13,"C",3.75
2023-06-13,"C",3.75
2023-06-13,"B",3.75
2023-06-13,"C",3.75
2023-06-13,"C",3.75
2023-06-13,"C",3.75
2023-06-13,"≥A",3.75
2023-06-13,"D",3.75
2023-06-13,"≥A",3.75
2023-06-13,"C",3.75
2023-06-13,"≥A",3.75
2023-06-13,"≥A",3.75
2023-06-13,"E",3.75
2023-06-13,"D",3.75
2023-06-13,"C",3.75
2023-06-13,"≥A",3.75
2023-06-13,"C",3.75
2023-06-13,"C",3.75
2023-06-13,"E",3.75
2023-06-13,"C",3.75
2023-06-13,"C",3.75
2023-06-13,"C",3.75
2023-06-13,"C",3.75
2023-06-13,"D",3.75
2023-06-13,"C",3.75
2023-06-13,"C",3.75
2023-06-13,"≥A",3.75
2023-06-13,"B",3.75
2023-06-13,"C",3.75
2023-06-13,"B",3.75
2023-06-13,"D",3.75
2023-06-13,"G",3.75
2023-06-13,"C",3.75
2023-06-13,"B",3.75
2023-06-13,"E",3.75
2023-06-13,"≥A",3.75
2023-06-13,"C",3.75
2023-06-13,"≥A",3.75
2023-06-13,"B",3.75
2023-06-13,"B",3.75
2023-06-13,"≥A",3.75
2023-06-13,"E",3.75
2023-06-13,"C",3.75
2023-06-13,"≥A",3.75
2023-06-13,"≥A",3.75
2023-06-13,"D",3.75
2023-06-13,"D",3.75
2023-06-13,"≥A",3.75
2023-06-13,"≥A",3.75
2023-06-13,"B",3.75
2023-06-13,"B",3.75
2023-06-13,"C",3.75
2023-06-13,"≥A",3.75
2023-06-13,"C",3.75
2023-06-13,"C",3.75
2023-06-13,"C",3.75
2023-06-13,"C",3.75
2023-06-13,"C",3.75
2023-06-13,"B",3.75
2023-06-13,"D",3.75
2023-06-13,"D",3.75
2023-06-13,"B",3.75
2023-06-13,"E",3.75
2023-06-13,"C",3.75
2023-06-13,"B",3.75
2023-06-13,"≥A",3.75
2023-06-13,"D",3.75
2023-06-13,"F",3.75
2023-06-13,"≥A",3.75
2023-06-13,"≥A",3.75
2023-06-13,"≥A",3.75
2023-06-13,"E",3.75
2023-06-13,"E",3.75
2023-06-13,"C",3.75
2023-06-13,"E",3.75
2023-06-13,"≥A",3.75
2023-06-13,"C",3.75
2023-06-13,"C",3.75
2023-06-13,"≥A",3.75
2023-06-13,"F",3.75
2023-06-13,"C",3.75
2023-06-13,"C",3.75
2023-06-13,"B",3.75
2023-06-13,"C",3.75
2023-06-13,"D",3.75
2023-06-13,"≥A",3.75
2023-06-13,"E",3.75
2023-06-13,"≥A",3.75
2023-06-13,"C",3.75
2023-06-13,"≥A",3.75
2023-06-13,"≥A",3.75
2023-06-13,"C",3.75
2023-06-13,"C",3.75
2023-06-13,"≥A",3.75
2023-06-13,"D",3.75
2023-06-13,"≥A",3.75
2023-06-13,"B",3.75
2023-06-13,"≥A",3.75
2023-06-13,"C",3.75
2023-06-13,"C",3.75
2023-06-13,"≥A",3.75
2023-06-13,"C",3.75
2023-06-13,"C",3.75
2023-06-13,"≥A",3.75
2023-06-13,"B",3.75
2023-06-13,"B",3.75
2023-06-13,"≥A",3.75
2023-06-13,"C",3.75
2023-06-13,"D",3.75
2023-06-13,"D",3.75
2023-06-13,"B",3.75
2023-06-13,"B",3.75
2023-06-13,"B",3.75
2023-06-13,"C",3.75
2023-06-13,"E",3.75
2023-06-13,"≥A",3.75
2023-06-13,"B",3.75
2023-06-13,"C",3.75
2023-06-13,"E",3.75
2023-06-13,"G",3.75
2023-06-13,"C",3.75
2023-06-13,"B",3.75
2023-06-13,"C",3.75
2023-06-13,"E",3.75
2023-06-13,"B",3.75
2023-06-13,"F",3.75
2023-06-13,"≥A",3.75
2023-06-13,"C",3.75
2023-06-13,"C",3.75
2023-06-13,"B",3.75
2023-06-13,"B",3.75
2023-06-13,"D",3.75
2023-06-13,"≥A",3.75
2023-06-13,"≥A",3.75
2023-06-13,"C",3.75
2023-06-13,"D",3.75
2023-06-13,"F",3.75
2023-06-13,"C",3.75
2023-06-13,"D",3.75
2023-06-13,"C",3.75
2023-06-13,"C",3.75
2023-06-13,"B",3.75
2023-06-13,"E",3.75
2023-06-13,"C",3.75
2023-06-13,"C",3.75
2023-06-13,"B",3.75
2023-06-13,"B",3.75
2023-06-13,"≥A",3.75
2023-06-13,"≥A",3.75
2023-06-13,"C",3.75
2023-06-13,"E",3.75
2023-06-13,"B",3.75
2023-06-13,"C",3.75
2023-06-13,"C",3.75
2023-06-13,"≥A",3.75
2023-06-13,"≥A",3.75
2023-06-13,"B",3.75
2023-06-13,"≥A",3.75
2023-06-13,"≥A",3.75
2023-06-13,"C",3.75
2023-06-13,"≥A",3.75
2023-06-13,"B",3.75
2023-06-13,"C",3.75
2023-06-13,"C",3.75
2023-06-13,"E",3.75
2023-06-13,"≥A",3.75
2023-06-13,"D",3.75
2023-06-13,"C",3.75
2023-06-13,"≥A",3.75
2023-06-13,"≥A",3.75
2023-06-13,"≥A",3.75
2023-06-13,"C",3.75
2023-06-13,"C",3.75
2023-06-13,"D",3.75
2023-06-13,"≥A",3.75
2023-06-13,"C",3.75
2023-06-13,"≥A",3.75
2023-06-13,"D",3.75
2023-06-13,"B",3.75
2023-06-13,"≥A",3.75
2023-06-13,"G",3.75
2023-06-13,"D",3.75
2023-06-13,"C",3.75
2023-06-13,"≥A",3.75
2023-06-13,"D",3.75
2023-06-13,"D",3.75
2023-06-13,"C",3.75
2023-06-13,"D",3.75
2023-06-13,"F",3.75
2023-06-13,"D",3.75
2023-06-13,"C",3.75
2023-06-13,"≥A",3.75
2023-06-13,"B",3.75
2023-06-13,"C",3.75
2023-06-13,"≥A",3.75
2023-06-13,"F",3.75
2023-06-13,"B",3.75
2023-06-13,"C",3.75
2023-06-13,"C",3.75
2023-06-13,"C",3.75
2023-06-13,"F",3.75
2023-06-13,"≥A",3.75
2023-06-13,"D",3.75
2023-06-13,"B",3.75
2023-06-13,"E",3.75
2023-06-13,"D",3.75
2023-06-13,"≥A",3.75
2023-06-13,"C",3.75
2023-06-13,"C",3.75
2023-06-13,"B",3.75
2023-06-13,"≥A",3.75
2023-06-13,"≥A",3.75
2023-06-13,"C",3.75
2023-06-13,"≥A",3.75
2023-06-13,"D",3.75
2023-06-13,"C",3.75
2023-06-13,"G",3.75
2023-06-13,"B",3.75
2023-06-13,"B",3.75
2023-06-14,"C",3.75
2023-06-14,"≥A",3.75
2023-06-14,"D",3.75
2023-06-14,"≥A",3.75
2023-06-14,"≥A",3.75
2023-06-14,"C",3.75
2023-06-14,"B",3.75
2023-06-14,"C",3.75
2023-06-14,"E",3.75
2023-06-14,"D",3.75
2023-06-14,"B",3.75
2023-06-14,"≥A",3.75
2023-06-14,"D",3.75
2023-06-14,"C",3.75
2023-06-14,"≥A",3.75
2023-06-14,"F",3.75
2023-06-14,"D",3.75
2023-06-14,"≥A",3.75
2023-06-14,"C",3.75
2023-06-14,"≥A",3.75
2023-06-14,"C",3.75
2023-06-14,"≥A",3.75
2023-06-14,"D",3.75
2023-06-14,"B",3.75
2023-06-14,"≥A",3.75
2023-06-14,"≥A",3.75
2023-06-14,"≥A",3.75
2023-06-14,"C",3.75
2023-06-14,"≥A",3.75
2023-06-14,"G",3.75
2023-06-14,"C",3.75
2023-06-14,"B",3.75
2023-06-14,"C",3.75
2023-06-14,"C",3.75
2023-06-14,"C",3.75
2023-06-14,"≥A",3.75
2023-06-14,"D",3.75
2023-06-14,"C",3.75
2023-06-14,"C",3.75
2023-06-14,"C",3.75
2023-06-14,"≥A",3.75
2023-06-14,"D",3.75
2023-06-14,"G",3.75
2023-06-14,"C",3.75
2023-06-14,"≥A",3.75
2023-06-14,"D",3.75
2023-06-14,"E",3.75
2023-06-14,"≥A",3.75
2023-06-14,"E",3.75
2023-06-14,"C",3.75
2023-06-14,"B",3.75
2023-06-14,"≥A",3.75
2023-06-14,"≥A",3.75
2023-06-14,"C",3.75
2023-06-14,"C",3.75
2023-06-14,"≥A",3.75
2023-06-14,"C",3.75
2023-06-14,"C",3.75
2023-06-14,"≥A",3.75
2023-06-14,"D",3.75
2023-06-14,"C",3.75
2023-06-14,"≥A",3.75
2023-06-14,"B",3.75
2023-06-14,"E",3.75
2023-06-14,"B",3.75
2023-06-14,"B",3.75
2023-06-14,"C",3.75
2023-06-14,"C",3.75
2023-06-14,"≥A",3.75
2023-06-14,"B",3.75
2023-06-14,"B",3.75
2023-06-14,"C",3.75
2023-06-14,"B",3.75
2023-06-14,"G",3.75
2023-06-14,"B",3.75
2023-06-14,"≥A",3.75
2023-06-14,"B",3.75
2023-06-14,"B",3.75
2023-06-14,"≥A",3.75
2023-06-14,"C",3.75
2023-06-14,"C",3.75
2023-06-14,"≥A",3.75
2023-06-14,"≥A",3.75
2023-06-14,"C",3.75
2023-06-14,"B",3.75
2023-06-14,"≥A",3.75
2023-06-14,"≥A",3.75
2023-06-14,"≥A",3.75
2023-06-14,"B",3.75
2023-06-14,"C",3.75
2023-06-14,"C",3.75
2023-06-14,"C",3.75
2023-06-14,"C",3.75
2023-06-14,"C",3.75
2023-06-14,"≥A",3.75
2023-06-14,"B",3.75
2023-06-14,"G",3.75
2023-06-14,"≥A",3.75
2023-06-14,"B",3.75
2023-06-14,"≥A",3.75
2023-06-14,"E",3.75
2023-06-14,"B",3.75
2023-06-14,"C",3.75
2023-06-14,"E",3.75
2023-06-14,"C",3.75
2023-06-14,"≥A",3.75
2023-06-14,"D",3.75
2023-06-14,"B",3.75
2023-06-14,"C",3.75
2023-06-14,"G",3.75
2023-06-14,"C",3.75
2023-06-14,"B",3.75
2023-06-14,"≥A",3.75
2023-06-14,"C",3.75
2023-06-14,"C",3.75
2023-06-14,"C",3.75
2023-06-14,"D",3.75
2023-06-14,"≥A",3.75
2023-06-14,"B",3.75
2023-06-14,"B",3.75
2023-06-14,"C",3.75
2023-06-14,"D",3.75
2023-06-14,"F",3.75
2023-06-14,"D",3.75
2023-06-14,"≥A",3.75
2023-06-14,"≥A",3.75
2023-06-14,"C",3.75
2023-06-14,"C",3.75
2023-06-14,"C",3.75
2023-06-14,"B",3.75
2023-06-14,"≥A",3.75
2023-06-14,"D",3.75
2023-06-14,"G",3.75
2023-06-14,"D",3.75
2023-06-14,"≥A",3.75
2023-06-14,"D",3.75
2023-06-14,"≥A",3.75
2023-06-14,"C",3.75
2023-06-14,"C",3.75
2023-06-14,"D",3.75
2023-06-14,"B",3.75
2023-06-14,"≥A",3.75
2023-06-14,"G",3.75
2023-06-14,"B",3.75
2023-06-14,"E",3.75
2023-06-14,"B",3.75
2023-06-14,"C",3.75
2023-06-14,"≥A",3.75
2023-06-14,"C",3.75
2023-06-14,"C",3.75
2023-06-14,"B",3.75
2023-06-14,"D",3.75
2023-06-14,"B",3.75
2023-06-14,"≥A",3.75
2023-06-14,"≥A",3.75
2023-06-14,"B",3.75
2023-06-14,"C",3.75
2023-06-14,"C",3.75
2023-06-14,"≥A",3.75
2023-06-14,"≥A",3.75
2023-06-14,"C",3.75
2023-06-14,"≥A",3.75
2023-06-14,"≥A",3.75
2023-06-14,"B",3.75
2023-06-14,"C",3.75
2023-06-14,"C",3.75
2023-06-14,"D",3.75
2023-06-14,"D",3.75
2023-06-14,"B",3.75
2023-06-14,"C",3.75
2023-06-14,"≥A",3.75
2023-06-14,"B",3.75
2023-06-14,"F",3.75
2023-06-14,"B",3.75
2023-06-14,"≥A",3.75
2023-06-14,"D",3.75
2023-06-14,"D",3.75
2023-06-14,"C",3.75
2023-06-14,"B",3.75
2023-06-14,"D",3.75
2023-06-14,"B",3.75
2023-06-14,"≥A",3.75
2023-06-14,"≥A",3.75
2023-06-14,"C",3.75
2023-06-14,"≥A",3.75
2023-06-14,"B",3.75
2023-06-14,"≥A",3.75
2023-06-14,"E",3.75
2023-06-14,"C",3.75
2023-06-14,"≥A",3.75
2023-06-14,"≥A",3.75
2023-06-14,"B",3.75
2023-06-14,"B",3.75
2023-06-14,"≥A",3.75
2023-06-14,"D",3.75
2023-06-14,"≥A",3.75
2023-06-14,"D",3.75
2023-06-14,"C",3.75
2023-06-14,"≥A",3.75
2023-06-14,"C",3.75
2023-06-14,"≥A",3.75
2023-06-14,"C",3.75
2023-06-14,"≥A",3.75
2023-06-14,"D",3.75
2023-06-14,"C",3.75
2023-06-14,"≥A",3.75
2023-06-14,"B",3.75
2023-06-14,"C",3.75
2023-06-14,"≥A",3.75
2023-06-14,"≥A",3.75
2023-06-14,"≥A",3.75
2023-06-14,"C",3.75
2023-06-14,"≥A",3.75
2023-06-14,"≥A",3.75
2023-06-14,"C",3.75
2023-06-14,"B",3.75
2023-06-14,"C",3.75
2023-06-14,"B",3.75
2023-06-14,"C",3.75
2023-06-14,"≥A",3.75
2023-06-14,"D",3.75
2023-06-14,"C",3.75
2023-06-14,"B",3.75
2023-06-14,"C",3.75
2023-06-14,"B",3.75
2023-06-14,"B",3.75
2023-06-14,"D",3.75
2023-06-14,"E",3.75
2023-06-14,"≥A",3.75
2023-06-14,"B",3.75
2023-06-14,"F",3.75
2023-06-14,"D",3.75
2023-06-14,"C",3.75
2023-06-14,"B",3.75
2023-06-14,"C",3.75
2023-06-14,"G",3.75
2023-06-14,"G",3.75
2023-06-14,"≥A",3.75
2023-06-14,"≥A",3.75
2023-06-14,"B",3.75
2023-06-14,"B",3.75
2023-06-14,"G",3.75
2023-06-14,"B",3.75
2023-06-14,"D",3.75
2023-06-14,"D",3.75
2023-06-14,"B",3.75
2023-06-14,"≥A",3.75
2023-06-14,"≥A",3.75
2023-06-14,"C",3.75
2023-06-14,"C",3.75
2023-06-14,"≥A",3.75
2023-06-14,"C",3.75
2023-06-14,"B",3.75
2023-06-14,"≥A",3.75
2023-06-14,"F",3.75
2023-06-14,"C",3.75
2023-06-14,"E",3.75
2023-06-14,"C",3.75
2023-06-14,"B",3.75
2023-06-14,"≥A",3.75
2023-06-14,"C",3.75
2023-06-15,"E",3.75
2023-06-15,"D",3.75
2023-06-15,"C",3.75
2023-06-15,"C",3.75
2023-06-15,"C",3.75
2023-06-15,"C",3.75
2023-06-15,"≥A",3.75
2023-06-15,"D",3.75
2023-06-15,"C",3.75
2023-06-15,"B",3.75
2023-06-15,"C",3.75
2023-06-15,"D",3.75
2023-06-15,"G",3.75
2023-06-15,"E",3.75
2023-06-15,"E",3.75
2023-06-15,"≥A",3.75
2023-06-15,"E",3.75
2023-06-15,"C",3.75
2023-06-15,"≥A",3.75
2023-06-15,"C",3.75
2023-06-15,"E",3.75
2023-06-15,"≥A",3.75
2023-06-15,"≥A",3.75
2023-06-15,"C",3.75
2023-06-15,"B",3.75
2023-06-15,"C",3.75
2023-06-15,"E",3.75
2023-06-15,"B",3.75
2023-06-15,"C",3.75
2023-06-15,"D",3.75
2023-06-15,"B",3.75
2023-06-15,"≥A",3.75
2023-06-15,"C",3.75
2023-06-15,"F",3.75
2023-06-15,"B",3.75
2023-06-15,"C",3.75
2023-06-15,"≥A",3.75
2023-06-15,"C",3.75
2023-06-15,"≥A",3.75
2023-06-15,"C",3.75
2023-06-15,"≥A",3.75
2023-06-15,"≥A",3.75
2023-06-15,"≥A",3.75
2023-06-15,"C",3.75
2023-06-15,"C",3.75
2023-06-15,"≥A",3.75
2023-06-15,"C",3.75
2023-06-15,"D",3.75
2023-06-15,"B",3.75
2023-06-15,"≥A",3.75
2023-06-15,"≥A",3.75
2023-06-15,"C",3.75
2023-06-15,"≥A",3.75
2023-06-15,"B",3.75
2023-06-15,"B",3.75
2023-06-15,"D",3.75
2023-06-15,"D",3.75
2023-06-15,"B",3.75
2023-06-15,"D",3.75
2023-06-15,"B",3.75
2023-06-15,"≥A",3.75
2023-06-15,"C",3.75
2023-06-15,"C",3.75
2023-06-15,"≥A",3.75
2023-06-15,"C",3.75
2023-06-15,"≥A",3.75
2023-06-15,"≥A",3.75
2023-06-15,"≥A",3.75
2023-06-15,"F",3.75
2023-06-15,"≥A",3.75
2023-06-15,"D",3.75
2023-06-15,"C",3.75
2023-06-15,"≥A",3.75
2023-06-15,"≥A",3.75
2023-06-15,"≥A",3.75
2023-06-15,"E",3.75
2023-06-15,"D",3.75
2023-06-15,"C",3.75
2023-06-15,"≥A",3.75
2023-06-15,"≥A",3.75
2023-06-15,"C",3.75
2023-06-15,"B",3.75
2023-06-15,"G",3.75
2023-06-15,"C",3.75
2023-06-15,"C",3.75
2023-06-15,"C",3.75
2023-06-15,"≥A",3.75
2023-06-15,"≥A",3.75
2023-06-15,"C",3.75
2023-06-15,"D",3.75
2023-06-15,"≥A",3.75
2023-06-15,"B",3.75
2023-06-15,"D",3.75
2023-06-15,"≥A",3.75
2023-06-15,"B",3.75
2023-06-15,"≥A",3.75
2023-06-15,"C",3.75
2023-06-15,"D",3.75
2023-06-15,"B",3.75
2023-06-15,"B",3.75
2023-06-15,"≥A",3.75
2023-06-15,"≥A",3.75
2023-06-15,"≥A",3.75
2023-06-15,"≥A",3.75
2023-06-15,"≥A",3.75
